label,model_name,n_obs,n_pos,mean_score,observed_event_rate,brier,calibration_status,reason
label_a_abs_40,discrete_time_hazard_price_macro_logit,1782,82,0.33090251605368953,0.04601571268237935,0.14277599132982713,diagnostic_only_no_platt_or_isotonic_fit,"Validation months are limited/purged in the v2.10 design; Brier is reported as a diagnostic, not as proof of fully calibrated probabilities."
label_a_abs_40,pooled_price_macro_logit,1782,82,0.21376830672606256,0.04601571268237935,0.08184463541390623,diagnostic_only_no_platt_or_isotonic_fit,"Validation months are limited/purged in the v2.10 design; Brier is reported as a diagnostic, not as proof of fully calibrated probabilities."
label_a_abs_40,regularized_firm_fe_price_macro_logit,1782,82,0.16473897233669657,0.04601571268237935,0.09157685975812921,diagnostic_only_no_platt_or_isotonic_fit,"Validation months are limited/purged in the v2.10 design; Brier is reported as a diagnostic, not as proof of fully calibrated probabilities."
