ticker,source_symbol,date,open,high,low,close,volume,adj_close
WMT,WMT,2009-01-02,18.65999984741211,19.170000076293945,18.593332290649414,19.059999465942383,48164400,13.321853637695312
WMT,WMT,2009-01-05,18.98666763305664,19.116666793823242,18.559999465942383,18.84000015258789,48063900,13.168087005615234
WMT,WMT,2009-01-06,18.8700008392334,18.933332443237305,18.53333282470703,18.67333221435547,57438000,13.051597595214844
WMT,WMT,2009-01-07,18.496667861938477,18.73666763305664,18.35333251953125,18.51333236694336,50346000,12.9397611618042
WMT,WMT,2009-01-08,17.10333251953125,17.273332595825195,16.770000457763672,17.126667022705078,278516400,11.970561027526855
WMT,WMT,2009-01-09,17.19333267211914,17.469999313354492,17.083332061767578,17.19333267211914,86091900,12.017160415649414
WMT,WMT,2009-01-12,17.166667938232422,17.39666748046875,17.053333282470703,17.1299991607666,55306200,11.972892761230469
WMT,WMT,2009-01-13,17.196666717529297,17.566667556762695,17.18666648864746,17.373332977294922,74980200,12.142969131469727
WMT,WMT,2009-01-14,17.093332290649414,17.333332061767578,17.079999923706055,17.18666648864746,61431000,12.012496948242188
WMT,WMT,2009-01-15,17.18666648864746,17.280000686645508,16.77666664123535,17.116666793823242,84182100,11.96357536315918
WMT,WMT,2009-01-16,17.299999237060547,17.350000381469727,17.003332138061523,17.18666648864746,65023800,12.012496948242188
WMT,WMT,2009-01-20,17.136667251586914,17.213333129882812,16.81333351135254,16.85333251953125,67708200,11.779513359069824
WMT,WMT,2009-01-21,16.739999771118164,16.773332595825195,16.17333221435547,16.3799991607666,117235200,11.44868278503418
WMT,WMT,2009-01-22,16.31333351135254,16.53333282470703,15.923333168029785,16.290000915527344,93343200,11.385780334472656
WMT,WMT,2009-01-23,16.030000686645508,16.200000762939453,16.0,16.116666793823242,69273900,11.264632225036621
WMT,WMT,2009-01-26,16.213333129882812,16.329999923706055,16.010000228881836,16.200000762939453,56647200,11.322875022888184
WMT,WMT,2009-01-27,16.316667556762695,16.433332443237305,16.176666259765625,16.26333236694336,49435500,11.367145538330078
WMT,WMT,2009-01-28,16.503332138061523,16.546667098999023,16.170000076293945,16.24333381652832,73991100,11.353160858154297
WMT,WMT,2009-01-29,16.18666648864746,16.356666564941406,15.930000305175781,15.953332901000977,56619300,11.150468826293945
WMT,WMT,2009-01-30,16.0,16.100000381469727,15.640000343322754,15.706666946411133,61844100,10.978065490722656
WMT,WMT,2009-02-02,15.523332595825195,15.673333168029785,15.416666984558105,15.523332595825195,62583300,10.849922180175781
WMT,WMT,2009-02-03,15.676667213439941,16.0,15.523332595825195,15.936667442321777,67655400,11.138818740844727
WMT,WMT,2009-02-04,15.630000114440918,15.863332748413086,15.430000305175781,15.473333358764648,79518300,10.81497573852539
WMT,WMT,2009-02-05,15.723333358764648,16.32666778564453,15.720000267028809,16.18666648864746,99879300,11.313556671142578
WMT,WMT,2009-02-06,16.280000686645508,16.69333267211914,16.176666259765625,16.543333053588867,84891300,11.562845230102539
WMT,WMT,2009-02-09,16.520000457763672,16.520000457763672,16.25666618347168,16.426666259765625,48831900,11.481303215026855
WMT,WMT,2009-02-10,16.333332061767578,16.426666259765625,15.779999732971191,15.90666675567627,76822800,11.117846488952637
WMT,WMT,2009-02-11,15.993332862854004,16.17333221435547,15.916666984558105,16.07666778564453,53277900,11.236676216125488
WMT,WMT,2009-02-12,15.993332862854004,16.09666633605957,15.676667213439941,16.043333053588867,67178100,11.21337604522705
WMT,WMT,2009-02-13,15.916666984558105,16.036666870117188,15.493332862854004,15.510000228881836,77000700,10.840606689453125
WMT,WMT,2009-02-17,15.84333324432373,16.293333053588867,15.766667366027832,16.079999923706055,116757300,11.238999366760254
WMT,WMT,2009-02-18,16.31333351135254,16.666667938232422,16.17333221435547,16.666667938232422,142068000,11.649051666259766
WMT,WMT,2009-02-19,16.479999542236328,16.889999389648438,16.479999542236328,16.816667556762695,81933000,11.753893852233887
WMT,WMT,2009-02-20,16.663333892822266,16.883333206176758,16.510000228881836,16.67333221435547,88744200,11.653706550598145
WMT,WMT,2009-02-23,16.78333282470703,16.81333351135254,16.26333236694336,16.293333053588867,70857000,11.388106346130371
WMT,WMT,2009-02-24,16.260000228881836,16.786666870117188,16.229999542236328,16.670000076293945,78678900,11.651379585266113
WMT,WMT,2009-02-25,16.323333740234375,16.68666648864746,16.18666648864746,16.40333366394043,76429800,11.464996337890625
WMT,WMT,2009-02-26,16.503332138061523,16.546667098999023,16.046667098999023,16.083332061767578,69507300,11.241328239440918
WMT,WMT,2009-02-27,15.956666946411133,16.666667938232422,15.859999656677246,16.413333892822266,84485100,11.471982955932617
WMT,WMT,2009-03-02,16.270000457763672,16.496667861938477,15.986666679382324,16.01333236694336,76052400,11.192407608032227
WMT,WMT,2009-03-03,16.113332748413086,16.190000534057617,15.666666984558105,15.793333053588867,84125400,11.0386381149292
WMT,WMT,2009-03-04,15.986666679382324,16.399999618530273,15.716667175292969,16.163333892822266,95431200,11.29725170135498
WMT,WMT,2009-03-05,16.78333282470703,17.0,16.43000030517578,16.583332061767578,138795600,11.590806007385254
