target,fold_id,model_name,metric,point_estimate,ci_method,ci_lower_95,ci_upper_95,n_bootstrap,n_obs,n_pos
label_a_abs,9,naive_momentum_vol_baseline,brier,0.16912105319467555,firm_year_block_bootstrap,0.108375654334493,0.22748374384184383,150,1182,219
label_a_abs,9,macro_only_logit,AUROC,0.5587751366780941,firm_year_block_bootstrap,0.5364103139401473,0.5889282083595465,150,1182,219
label_a_abs,9,macro_only_logit,AUPRC,0.2202337235156095,firm_year_block_bootstrap,0.15347816140412193,0.29694158823522987,150,1182,219
label_a_abs,9,macro_only_logit,top_decile_capture,0.1232876712328767,firm_year_block_bootstrap,0.10398290644769519,0.15477560270970314,150,1182,219
label_a_abs,9,macro_only_logit,top_quintile_capture,0.2511415525114155,firm_year_block_bootstrap,0.21906233824290622,0.30407132164242945,150,1182,219
label_a_abs,9,macro_only_logit,brier,0.17840323794270338,firm_year_block_bootstrap,0.11562766390337516,0.23429608905877405,150,1182,219
label_a_abs,9,price_relative_logit,AUROC,0.6954390057705895,firm_year_block_bootstrap,0.5924464753493646,0.8049619073359895,150,1182,219
label_a_abs,9,price_relative_logit,AUPRC,0.3291947315972865,firm_year_block_bootstrap,0.2073387056186514,0.47439097665846924,150,1182,219
label_a_abs,9,price_relative_logit,top_decile_capture,0.1872146118721461,firm_year_block_bootstrap,0.07931648118890954,0.3237216014666898,150,1182,219
label_a_abs,9,price_relative_logit,top_quintile_capture,0.3881278538812785,firm_year_block_bootstrap,0.26043440451392397,0.5465978593272172,150,1182,219
label_a_abs,9,price_relative_logit,brier,0.16898828761096515,firm_year_block_bootstrap,0.1082834107021701,0.22726853652921022,150,1182,219
label_a_abs,9,price_macro_logit,AUROC,0.7253161495896101,firm_year_block_bootstrap,0.6280108506352773,0.8277187040907668,150,1182,219
label_a_abs,9,price_macro_logit,AUPRC,0.36616552318902007,firm_year_block_bootstrap,0.23525647852219703,0.5065598159711007,150,1182,219
label_a_abs,9,price_macro_logit,top_decile_capture,0.2237442922374429,firm_year_block_bootstrap,0.12729134030022407,0.34364701741578896,150,1182,219
label_a_abs,9,price_macro_logit,top_quintile_capture,0.4474885844748858,firm_year_block_bootstrap,0.30828144828680204,0.5976172273190622,150,1182,219
label_a_abs,9,price_macro_logit,brier,0.168915168364188,firm_year_block_bootstrap,0.10813049358152348,0.22786353918371602,150,1182,219
label_a_abs,10,naive_drawdown_baseline,AUROC,0.7492677345537757,firm_year_block_bootstrap,0.6646809597667483,0.8268710423014635,150,1188,38
label_a_abs,10,naive_drawdown_baseline,AUPRC,0.0683557871267781,firm_year_block_bootstrap,0.03851448618603126,0.1094394590467959,150,1188,38
label_a_abs,10,naive_drawdown_baseline,top_decile_capture,0.13157894736842105,firm_year_block_bootstrap,0.0,0.427140974967062,150,1188,38
label_a_abs,10,naive_drawdown_baseline,top_quintile_capture,0.47368421052631576,firm_year_block_bootstrap,0.26368217054263565,0.7681034482758623,150,1188,38
label_a_abs,10,naive_drawdown_baseline,brier,0.1368676307393622,firm_year_block_bootstrap,0.10446635198505767,0.16975230382566633,150,1188,38
label_a_abs,10,naive_momentum_vol_baseline,AUROC,0.45324942791762013,firm_year_block_bootstrap,0.33245662181170854,0.5808002871235735,150,1188,38
label_a_abs,10,naive_momentum_vol_baseline,AUPRC,0.06782853827273898,firm_year_block_bootstrap,0.019100345433980388,0.1366477023071277,150,1188,38
label_a_abs,10,naive_momentum_vol_baseline,top_decile_capture,0.10526315789473684,firm_year_block_bootstrap,0.0,0.2582500000000002,150,1188,38
label_a_abs,10,naive_momentum_vol_baseline,top_quintile_capture,0.10526315789473684,firm_year_block_bootstrap,0.0,0.2582500000000002,150,1188,38
