ticker,date,ret_1m,ret_3m,ret_6m,vol_3m,vol_6m,drawdown_12m,leverage,liquidity_buffer,wc_ratio,profitability,z_score,late_filing,vix,term_spread,credit_spread,label_a,forward_max_drawdown,industry,year,month,firm_name,sector_raw,archetype,wc_ratio_missing,ret_1m_rel,ret_3m_rel,ret_6m_rel,vol_3m_rel,vol_6m_rel,drawdown_12m_rel
AAL,2011-03-31,0.04186607184128288,-0.1298698647552301,-0.062432419542095996,0.5628832674749482,0.48995108068015975,0.3413421853223586,1.0,0.010548445395197876,-0.03791539114078118,-0.016080846826245714,-0.5140546601261387,1,12.021203620178632,1.7834598092953704,2.161447306915713,1,-0.4813189240481071,Airlines,2011,3,American Airlines,Airline,Distressed,0,0.4892557194861494,-0.28783012171692784,0.32174163524017535,1.0090217073353978,0.8977083950280732,0.8376383589631976
AAL,2011-04-30,0.04362815978815693,-0.08366924905970963,-0.22900743382148547,0.5098748135168456,0.47697028639712175,0.3421706135565204,1.0,0.010548445395197876,-0.03791539114078118,-0.016080846826245714,-0.5140546601261387,1,16.136470241893292,1.4533815878031173,1.7603397710598425,1,-0.4813189240481071,Airlines,2011,4,American Airlines,Airline,Distressed,0,0.6394240084932473,-0.16547200340454743,-0.4053302590622715,0.6341608337268374,0.8156983326392788,0.4054446626606045
AAL,2011-05-31,0.0044152964609629475,0.1417821012581879,-0.18458759707953076,0.5025163775978864,0.5008950843362178,0.3421706135565204,1.0,0.010548445395197876,-0.03791539114078118,-0.016080846826245714,-0.5140546601261387,1,16.598572220675898,1.5936878238891288,1.8337690031513443,1,-0.4813189240481071,Airlines,2011,5,American Airlines,Airline,Distressed,0,0.03417108608774375,1.293878015810823,-0.18904924454996086,0.7068840102096575,0.8558141463464716,0.4055573242137034
AAL,2011-06-30,-0.02195387694849027,0.014806299921676036,-0.10989006435819082,0.4392235897568015,0.5032283802486986,0.3421706135565204,1.0,0.012331795090549501,-0.06860045759491216,-0.011090859735525652,-0.5785207274983518,0,19.486612147298587,1.2805593907033932,1.5753799299915117,1,-0.4702581388998797,Airlines,2011,6,American Airlines,Airline,Distressed,0,0.18535239149684796,1.0914918412321322,0.29553013257455246,0.5243309612700159,0.8021288701922531,0.36779979895786
AAL,2011-07-31,-0.2996631983610084,-0.3112583025471808,-0.3709678258185394,0.4435576127341781,0.4771904043797866,0.5045568372002117,1.0,0.012331795090549501,-0.06860045759491216,-0.011090859735525652,-0.5785207274983518,0,19.1191812726781,1.4193267923795785,1.9747940829373969,0,-0.24358985582312617,Airlines,2011,7,American Airlines,Airline,Distressed,0,-1.3758908869219688,-1.134264445519886,-0.9440376951679276,0.7781134912299394,0.7065568466861867,0.9376432028667505
AAL,2011-08-31,-0.052542263323161364,-0.37120342400043327,-0.3248793124122985,0.6518120243930147,0.5802161270092396,0.5882353803935103,1.0,0.012331795090549501,-0.06860045759491216,-0.011090859735525652,-0.5785207274983518,0,27.48744983152484,1.1788074478565194,2.2510474749448437,0,-0.200299912310558,Airlines,2011,8,American Airlines,Airline,Distressed,0,-0.3202686546460484,-1.4023644011409513,-1.1297586231540964,1.1477564061316698,0.9928204470688454,1.1755640201893747
AAL,2011-09-30,0.03969733178451307,-0.3491123714905139,-0.3707093355358524,0.7761590680650984,0.630620985365584,0.5981773573118377,1.0,0.012298232129131437,-0.08434807233302317,-0.03576196448076378,-0.7398970832153403,0,27.933393048459237,1.832190497629588,2.161461637242146,0,-0.2153037997113951,Airlines,2011,9,American Airlines,Airline,Distressed,0,0.5793398829629803,-1.120262419347842,-0.8899836405384741,1.315248010424911,1.1155691654758038,1.2122879939973215
AAL,2011-10-31,0.24622000413815126,-0.022033783225389625,-0.37956994300032654,0.8782942693430539,0.7051541474782381,0.6164042451530725,1.0,0.012298232129131437,-0.08434807233302317,-0.03576196448076378,-0.7398970832153403,0,29.05572555984762,1.2828195197746266,1.8535076026559085,0,-0.2153037997113951,Airlines,2011,10,American Airlines,Airline,Distressed,0,0.5834805582511784,-0.3482913021255428,-1.3861590046486596,1.3753440400335066,1.2723090803416028,1.2521915385267248
AAL,2011-11-30,-0.1418182590674033,-0.10775073376619093,-0.46906629124918364,0.7814449660093519,0.7179687944914035,0.6512641390969728,1.0,0.012298232129131437,-0.08434807233302317,-0.03576196448076378,-0.7398970832153403,0,26.36243060671449,1.917422671917637,2.032888246045965,0,-0.2153037997113951,Airlines,2011,11,American Airlines,Airline,Distressed,0,-1.4417633998764632,-1.168458862904018,-1.402923663825366,1.3818350838990985,1.305041154775559,1.418632838740169
AAL,2011-12-31,0.026315854140011474,0.09503218647112921,-0.39999989225593735,0.7485969356799256,0.7611316379448203,0.6512641390969728,1.0,0.011866823213686681,-0.07853908084535391,-0.04591580006709158,-0.915884141227776,0,33.450616627639896,1.2465295901979545,2.036207025919401,0,-0.2153037997113951,Airlines,2011,12,American Airlines,Airline,Distressed,0,0.7647457223165012,-0.873031006650756,-1.3452344076356657,1.3453821982583494,1.3380198953666758,1.456068469694296
AAL,2012-01-31,0.6646940528081489,0.4627381701456892,0.5289853664812134,0.7084737656406906,0.8017943487588829,0.6124031190120227,1.0,0.011866823213686681,-0.07853908084535391,-0.04591580006709158,-0.915884141227776,0,19.533585816425735,1.4329978476133969,2.2062228917843485,0,-0.2153037997113951,Airlines,2012,1,American Airlines,Airline,Distressed,0,1.421288127661912,1.4164043193103473,0.9120186423876024,1.3827533560372005,1.3775099256269667,1.494847202577517
AAL,2012-02-29,-0.12203767036165247,0.6614353948477281,0.34239155433878854,0.7197350369715687,0.7475845119370795,0.6124031190120227,1.0,0.011866823213686681,-0.07853908084535391,-0.04591580006709158,-0.915884141227776,1,12.7462962639827,1.2273056910762832,2.075880122415627,0,-0.2153037997113951,Airlines,2012,2,American Airlines,Airline,Distressed,0,-1.1164934489473866,1.4652544759752737,1.036009010941326,1.3664463504152493,1.3836416537921823,1.4990004213498702
AAL,2012-03-31,-0.005242537286223925,0.497041428382734,0.38000013978430536,0.6701457105629927,0.7226653228446661,0.6124031190120227,1.0,0.015299253396434254,-0.07200848598588389,-0.06772469503488229,-1.1182872995797806,1,14.862470696282344,1.6284109378543663,1.6044224136959102,0,-0.2153037997113951,Airlines,2012,3,American Airlines,Airline,Distressed,0,0.11693319610067143,1.3060350439495552,1.0094940305887712,1.3807978754177743,1.3866963249784683,1.4992659320381083
AAL,2012-04-30,0.3517786045001532,0.21563993667450787,0.7272726421214786,0.6380059445302123,0.671787272041617,0.6124031190120227,1.0,0.015299253396434254,-0.07200848598588389,-0.06772469503488229,-1.1182872995797806,1,18.136793906411555,2.019660785453863,1.9950748037137043,0,-0.2153037997113951,Airlines,2012,4,American Airlines,Airline,Distressed,0,1.44233111057757,1.3215812931661555,1.3610884044433227,1.444068443925349,1.4096780783953808,1.495611283041706
AAL,2012-05-31,0.28849895192252717,0.7326340455213243,1.8008477268910892,0.6121325713811888,0.6637315418385432,0.5628414140603389,1.0,0.015299253396434254,-0.07200848598588389,-0.06772469503488229,-1.1182872995797806,1,16.10242638672952,1.5359098969277358,1.6276048578416424,0,-0.2153037997113951,Airlines,2012,5,American Airlines,Airline,Distressed,0,1.4324497959489104,1.4170205285052624,1.4588866904827793,1.378688199114847,1.3850707238347633,1.4705279851757858
AAL,2012-06-30,0.054588620574713476,0.7844712151242814,1.629191093637954,0.6562701488087798,0.6610239859486378,0.5525728162920025,1.0,0.015004448758391976,-0.0842028633826741,-0.009746825204238453,-0.897721386394888,0,17.27843991907093,1.1789180511968071,1.914464080375239,0,-0.2153037997113951,Airlines,2012,6,American Airlines,Airline,Distressed,0,1.018831175286324,1.4983437773924582,1.4790446927229084,1.2757950142495642,1.3481777126254202,1.4501256044533142
AAL,2012-07-31,-0.15424359687138078,0.11695893863176088,0.28764029797324864,0.6085632322109714,0.6210358452611537,0.37791606955444274,1.0,0.015004448758391976,-0.0842028633826741,-0.009746825204238453,-0.897721386394888,0,19.72860864881121,1.3529566087799847,2.10024979791348,0,-0.0872599509454901,Airlines,2012,7,American Airlines,Airline,Distressed,0,-0.2110598287967872,0.832069019762629,1.4502505401285797,1.0961405699955793,1.3187651957514772,1.4335946324041728
AAL,2012-08-31,-0.02112008213163985,-0.0826159584385121,0.5494187471976157,0.5418168809272051,0.5955532675959372,0.37791606955444274,1.0,0.015004448758391976,-0.0842028633826741,-0.009746825204238453,-0.897721386394888,0,19.038217161869113,1.5557481712192,1.7258103059810783,0,-0.16485783377522953,Airlines,2012,8,American Airlines,Airline,Distressed,0,0.11335753352708385,0.24753078717125224,1.474525442388676,1.3530179861602893,1.310841470953587,1.2454523833232025
AAL,2012-09-30,0.005769606190041632,-0.2280442591202183,0.4002677820324134,0.5335471151333557,0.6047398348483811,0.3650794364442211,1.0,0.021231245036987503,-0.0954152212981151,-0.08939691561833911,-1.2527755673506917,0,15.002574173945758,1.8918822684776573,1.594990847400506,0,-0.16485783377522953,Airlines,2012,9,American Airlines,Airline,Distressed,0,-0.5390078779919248,-0.7604245261894883,1.4247467556036353,1.306334491674543,1.306108271979085,1.1946611865526002
AAL,2012-10-31,0.13302341136683138,0.12465367052729892,0.1871344792839551,0.518484047444403,0.5631299196645969,0.3141866847937376,1.0,0.021231245036987503,-0.0954152212981151,-0.08939691561833911,-1.2527755673506917,0,15.172641958401474,1.3895783857023785,2.0241494726194276,0,-0.16485783377522953,Airlines,2012,10,American Airlines,Airline,Distressed,0,1.4473024905638208,1.2339410300586788,1.181197837684764,1.2753895584758221,1.185382954684578,0.8014103246023123
AAL,2012-11-30,0.02709153089505456,0.2394234829274966,0.019778481075974463,0.44649079501766276,0.5250640591656844,0.3141866847937376,1.0,0.021231245036987503,-0.0954152212981151,-0.08939691561833911,-1.2527755673506917,0,18.244646851561694,1.8217381936044106,1.9459535215981685,0,-0.16485783377522953,Airlines,2012,11,American Airlines,Airline,Distressed,0,-0.8885452957730859,1.2361343747496492,0.6388283874848825,1.1709239307266426,1.224211740408419,0.8014103246023123
AAL,2012-12-31,0.04732366684039335,0.290631113645369,0.01275333085177155,0.3667641440793508,0.460039330155754,0.3141866847937376,1.0,0.020416843896214378,-0.082475542322416,0.01118672905146746,-0.8181694172692471,0,18.43702398993046,1.5999480289730346,2.09486945957436,0,-0.16485783377522953,Airlines,2012,12,American Airlines,Airline,Distressed,0,-1.0514863252994133,0.8090123892962346,-0.43460796165988785,0.8475066567404892,1.1747744400320543,0.8014103246023123
AAL,2013-01-31,0.02145938709524975,0.17241390193273953,0.24607352950782513,0.37567131884233906,0.45063480047121607,0.3141866847937376,1.0,0.020416843896214378,-0.082475542322416,0.01118672905146746,-0.8181694172692471,0,14.308228205420583,1.30053570624482,1.7799913774758607,0,-0.16485783377522953,Airlines,2013,1,American Airlines,Airline,Distressed,0,-0.5772531160270106,-1.0049206174535457,-0.5158291243844354,1.0123049250564922,1.1963513816339648,0.8014103246023123
AAL,2013-02-28,-0.06083920377847685,0.03546657592191638,0.21648549247267468,0.39947017738302865,0.42584187956487485,0.3141866847937376,1.0,0.020416843896214378,-0.082475542322416,0.01118672905146746,-0.8181694172692471,1,13.73068837180263,1.5643373151732454,2.152189878625666,0,-0.16485783377522953,Airlines,2013,2,American Airlines,Airline,Distressed,0,-1.3013491695319945,-1.3349431998198003,-0.9958676745506237,1.1050145090810886,1.1299656729925285,0.6511704925073799
AAL,2013-03-31,0.2635890870763484,0.2954197678671153,0.6507785902371637,0.3999988489165786,0.37603739703126204,0.3141866847937376,1.0,0.025406674492705013,-0.10334563139359383,-0.014296495052825759,-0.9715646067415731,1,16.970406543570686,1.3902089807608518,2.361194021986495,0,-0.16485783377522953,Airlines,2013,3,American Airlines,Airline,Distressed,0,1.3749341444982857,-0.9753694984933634,-0.03934342356300709,1.077907538327205,0.9308079313978743,0.6495123258086928
AAL,2013-04-30,0.0736975399555102,0.18181798245707093,0.4118627436315243,0.3807505677342444,0.37976615866459845,0.3141866847937376,1.0,0.025406674492705013,-0.10334563139359383,-0.014296495052825759,-0.9715646067415731,1,20.55659687089462,1.4291999774499653,1.8353137188028668,0,-0.16485783377522953,Airlines,2013,4,American Airlines,Airline,Distressed,0,-0.7980207326494946,-0.931978703434866,-1.223877160572347,0.3473922362846363,0.634504942324344,0.6495123258086928
AAL,2013-05-31,0.03719022083149226,0.264028718285805,0.3515385493498584,0.3255795028113275,0.3633003029831342,0.3141866847937376,1.0,0.025406674492705013,-0.10334563139359383,-0.014296495052825759,-0.9715646067415731,1,16.39064486247391,1.7534597290108707,2.0665529954508233,0,-0.16485783377522953,Airlines,2013,5,American Airlines,Airline,Distressed,0,0.7572512756251454,1.4044868226898093,-1.1293066880532436,-0.16842866820382926,0.5057633958278185,0.6495123258086928
AAL,2013-06-30,-0.06545255858567611,0.04320213250300964,0.2838154935833592,0.3183302606735373,0.36235879642821883,0.3141866847937376,1.0,0.023039365273115654,-0.03944156240463839,0.008391821788220934,-0.7111008544400367,0,17.66964611473013,1.457583975544875,2.091254179040446,0,-0.16485783377522953,Airlines,2013,6,American Airlines,Airline,Distressed,0,-0.5046377560637784,-0.4861957743303052,-0.6154519420284588,-0.32114370796628694,0.4253034696153173,0.8949030733790431
AAL,2013-07-31,0.17772351809843934,0.1422668370576503,0.3550418608394159,0.25430676146239584,0.32339291337159387,0.15638095336856428,1.0,0.023039365273115654,-0.03944156240463839,0.008391821788220934,-0.7111008544400367,0,20.633633354368413,1.4520662437044578,2.0286615465015747,0,-0.16485783377522953,Airlines,2013,7,American Airlines,Airline,Distressed,0,1.4223429911318939,0.38089656942437305,-0.2912507600128562,-0.5339412014739,-0.0669990542526563,0.5624298780170316
AAL,2013-08-31,-0.14587744365854993,-0.08441906644433306,0.15017800866027775,0.37987523579699467,0.35406276604913745,0.20846225365422427,1.0,0.023039365273115654,-0.03944156240463839,0.008391821788220934,-0.7111008544400367,0,16.76144942964888,1.5567450711542075,1.7176222247857544,0,-0.093378383609722,Airlines,2013,8,American Airlines,Airline,Distressed,0,-0.21327554643200763,-0.40593659994378967,0.36257709776018354,0.22527491095272253,0.09663047054199661,0.5492442303420605
AAL,2013-09-30,0.1732672006053555,0.15398639633204736,0.2208627364640292,0.3858048794171914,0.3446352122793324,0.20846225365422427,1.0,0.026773711725168035,0.005339805825242718,0.006235997012696042,-0.6301966766243464,0,10.369394032378317,1.2960689858156322,2.0335884590803337,0,-0.17202174009895013,Airlines,2013,9,American Airlines,Airline,Distressed,0,0.5327057126004412,0.20385085424332616,-0.20666811734708893,0.1882951453480418,-0.03866940464821845,0.5492442303420605
AAL,2013-10-31,0.0727538648629158,0.14606161105328708,0.2923532187531055,0.4160897582061694,0.3444864867289956,0.20846225365422427,1.0,0.026773711725168035,0.005339805825242718,0.006235997012696042,-0.6301966766243464,0,17.661568498009636,1.3938650880452752,2.2754514965734614,0,-0.17202174009895013,Airlines,2013,10,American Airlines,Airline,Distressed,0,-0.5146877430464695,0.044494400530571694,0.24624992884775734,0.5720850015868295,0.15759665050548344,0.5492442303420605
AAL,2013-11-30,0.06872992518971932,0.43258041283390947,0.3303117243586504,0.2960254248595966,0.3441188674152495,0.20846225365422427,1.0,0.026773711725168035,0.005339805825242718,0.006235997012696042,-0.6301966766243464,0,15.570472077021439,1.504063199646925,1.9612072258894675,0,-0.17202174009895013,Airlines,2013,11,American Airlines,Airline,Distressed,0,-0.8389450235954015,0.08259189735317489,-0.2668754743321538,0.038732459357373336,0.15849166615867327,0.5492442303420605
AAL,2013-12-31,0.09591999043900734,0.27268151354861514,0.5074631399717489,0.3565245820383658,0.37187276826794174,0.20846225365422427,1.0,0.026964378636643173,0.012228582241354842,-0.04730592743270732,-0.6015090590851033,0,16.402080378239994,1.6408948148087208,2.133130687582466,0,-0.17202174009895013,Airlines,2013,12,American Airlines,Airline,Distressed,0,1.353312504054575,0.6297401197802199,0.5581900435885467,0.9696123516980584,0.4815178292813687,0.5492442303420605
AAL,2014-01-31,0.3229492804618115,0.5270820178046571,0.7732552842565599,0.38609987200633594,0.40045564906946773,0.20846225365422427,1.0,0.026964378636643173,0.012228582241354842,-0.04730592743270732,-0.6015090590851033,0,13.30473117817123,1.8047327552957055,1.7809947085146165,0,-0.17202174009895013,Airlines,2014,1,American Airlines,Airline,Distressed,0,1.306071035737525,1.3118070332206189,1.380854422797313,0.7033768439763782,0.6221999355292699,0.5492442303420605
AAL,2014-02-28,0.09260368734899749,0.5400333784797477,1.3139095129205822,0.373738328056442,0.3370329815000862,0.20846225365422427,1.0,0.026964378636643173,0.012228582241354842,-0.04730592743270732,-0.6015090590851033,1,16.237681042271838,1.4451206852955294,1.7902016645363026,0,-0.17202174009895013,Airlines,2014,2,American Airlines,Airline,Distressed,0,0.7101980296728077,1.489024534521071,1.4597886172304366,0.5490929589171374,0.2388765445012825,0.5492442303420605
AAL,2014-03-31,0.013850191956834346,0.47699719161417975,0.9303792923110841,0.3359110923153186,0.34804712671252724,0.20846225365422427,1.0,0.028785696321192582,0.0026064887852390423,0.010974689622059126,-0.2808852916295127,1,15.774638236078506,1.3518372453415204,2.0145814486552105,0,-0.17202174009895013,Airlines,2014,3,American Airlines,Airline,Distressed,0,-0.8696895746669011,1.4401782259024478,1.4032057692685096,0.006329823750787334,0.5779956950113019,0.6088812914103297
AAL,2014-04-30,-0.07564589951329237,0.037574005954775114,0.5677245851525423,0.33452498413792003,0.3612826702182859,0.20846225365422427,1.0,0.028785696321192582,0.0026064887852390423,0.010974689622059126,-0.2808852916295127,1,17.2092578836581,1.7943858737946543,2.061476843725483,0,-0.17202174009895013,Airlines,2014,4,American Airlines,Airline,Distressed,0,-0.4658025209567022,-0.20259585718313106,1.144373228545968,-0.09181683775699989,0.23337781870853802,0.6088812914103297
AAL,2014-05-31,0.10359962763009589,0.11246537452010785,0.6747288156714333,0.33138561044982,0.35471562437196696,0.20846225365422427,1.0,0.028785696321192582,0.0026064887852390423,0.010974689622059126,-0.2808852916295127,1,14.166323979085526,1.4216760378560798,2.027995621222913,0,-0.2067338265639307,Airlines,2014,5,American Airlines,Airline,Distressed,0,1.3851607926535616,-0.22223055806147962,1.2583081105787854,0.07674677542910188,0.2710625457060577,0.6162176037282122
AAL,2014-06-30,0.042212696665038685,0.1323143063895913,0.7336565653662681,0.335250462206946,0.33543667633459967,0.20846225365422427,1.0,0.027002298542768515,-0.0027225458034857513,0.019280980116489255,-0.17662323982950612,0,16.280382488386454,1.7919178536456841,2.279070585951391,0,-0.25222902289188437,Airlines,2014,6,American Airlines,Airline,Distressed,0,1.0287062325263199,0.6450180259966455,1.1984225527222674,0.02475631510436833,0.016234764518134832,0.6170722855862851
AAL,2014-07-31,-0.07155016285865756,0.06737385117632444,0.16090846303636286,0.3231190831415043,0.32990169810501674,0.20846225365422427,1.0,0.027002298542768515,-0.0027225458034857513,0.019280980116489255,-0.17662323982950612,0,14.923192221273217,1.3902715743627603,1.4885890791864282,0,-0.25222902289188437,Airlines,2014,7,American Airlines,Airline,Distressed,0,-0.9276600779396947,-0.39748782884463424,-0.1971771836839558,-0.010565518084814507,-0.023927993480742888,0.7088747408745653
AAL,2014-08-31,-0.013948743985558676,-0.05939773072246268,0.043881952560607784,0.3455052521816379,0.3380022560018631,0.17051768330454087,1.0,0.027002298542768515,-0.0027225458034857513,0.019280980116489255,-0.17662323982950612,0,14.353238760033339,1.3043884587831431,1.9290351083810362,0,-0.2684996569636823,Airlines,2014,8,American Airlines,Airline,Distressed,0,-1.0024604875131409,-0.7486509214411798,-0.7100234816063681,0.11644022198554112,0.08461831033686111,0.3017642462349614
AAL,2014-09-30,-0.12395026299296041,-0.15208697138456484,-0.05675028234038049,0.33851941123419316,0.3360605067001476,0.21169928300371849,1.0,0.026667874040703598,-0.00991555927829217,0.051728431394743396,-0.009965023883367632,0,17.174752727050333,1.5354384658397975,1.9940063985904914,0,-0.27131473933106004,Airlines,2014,9,American Airlines,Airline,Distressed,0,-0.7843495810913633,-1.1092700427496591,-0.6825826851068879,0.19410532917115336,0.10219854351744914,0.7198901385129728
AAL,2014-10-31,0.14418391326018298,0.11494862041702714,0.1333207097499418,0.48086786681562055,0.4113415573999934,0.35684743256474677,1.0,0.026667874040703598,-0.00991555927829217,0.051728431394743396,-0.009965023883367632,0,16.59874633326554,1.4747764453538017,2.039403786508695,0,-0.27131473933106004,Airlines,2014,10,American Airlines,Airline,Distressed,0,1.1843860109947688,-0.8366694175384742,-0.6347169135541263,1.2600152499520147,0.6437700872378583,1.3305174437062384
AAL,2014-11-30,0.20421840259073898,0.20127923236092515,0.17700622571520452,0.4966728044594582,0.42774142218216327,0.35684743256474677,1.0,0.026667874040703598,-0.00991555927829217,0.051728431394743396,-0.009965023883367632,0,10.0,1.4461413020498493,1.9778298557893985,0,-0.27131473933106004,Airlines,2014,11,American Airlines,Airline,Distressed,0,0.12678938605803375,-0.1614575200653341,-0.6048986597056963,1.234706271761254,0.6820790518239797,1.3305174437062384
AAL,2014-12-31,0.12056012414302364,0.5845747915425565,0.2950724091545984,0.48877417483358215,0.4248893398796797,0.35684743256474677,1.0,0.026667874040703598,-0.038264893001735106,0.013811451706188548,-0.23580097165991895,0,14.976214851380243,1.4564107475794117,2.140662023561346,0,-0.27131473933106004,Airlines,2014,12,American Airlines,Airline,Distressed,0,0.6016745861752332,1.288613533067736,-0.7852070421619941,1.1770925019392133,0.8174748957140702,1.3305174437062384
AAL,2015-01-31,-0.08484088767694486,0.2178658172064838,0.24786156894196498,0.4044414542745331,0.44448862029402075,0.35684743256474677,1.0,0.026667874040703598,-0.038264893001735106,0.013811451706188548,-0.23580097165991895,0,14.205684005977524,1.9401404198434256,2.1376593860444175,0,-0.26107645153130143,Airlines,2015,1,American Airlines,Airline,Distressed,0,-1.1535375832188692,-0.81427905848957,-0.8841103382743923,1.1336059529382705,1.2427771773351466,1.3305174437062384
AAL,2015-02-28,-0.08122047897051488,0.06731257758115561,0.22842789397140262,0.4274469508576105,0.4485018468618628,0.35684743256474677,1.0,0.026667874040703598,-0.038264893001735106,0.013811451706188548,-0.23580097165991895,1,15.981078247258383,1.4586675393604867,1.982695542723573,0,-0.26107645153130143,Airlines,2015,2,American Airlines,Airline,Distressed,0,0.8265086087334389,-0.25051981124243544,-0.3065602809202284,0.8298381999666096,1.131016588926571,1.3305174437062384
AAL,2015-03-31,0.08222267515604531,-0.009978834214713461,0.4943531942558739,0.394412638844174,0.44885971225859034,0.35684743256474677,1.0,0.026667874040703598,-0.0022244086067502245,0.01993412328356932,-0.11213012790349486,1,13.254078790168062,1.4809594921483982,2.055736703345411,0,-0.26107645153130143,Airlines,2015,3,American Airlines,Airline,Distressed,0,1.436185418440258,-0.0650022635988189,1.075518258730995,0.8882056542245403,1.1066330149502495,1.3305174437062384
